,0
0,-77.5
0,-86.0
0,-75.75
0,-86.0
0,-92.5
0,-84.0
0,-87.75
0,-85.0
0,-96.25
0,-94.5
0,-80.25
0,-88.75
0,-84.0
0,-97.25
0,-91.5
0,-87.0
0,-72.0
0,-76.5
0,-99.0
0,65.0
0,-63.5
0,-78.5
0,-86.0
0,-91.5
0,-90.75
0,-104.75
0,-62.5
0,-86.0
0,-85.0
0,-82.25
0,44.0
0,-73.75
0,-80.25
0,-88.75
0,18.5
0,-97.25
0,-81.25
0,-97.25
0,-72.75
0,-94.5
0,-87.75
0,-99.0
0,-85.0
0,-87.75
0,-81.25
0,-103.75
0,-72.75
0,-90.75
0,-87.0
0,-91.5
0,-97.25
0,-91.5
0,-97.25
0,-97.25
0,-77.5
0,-85.0
0,-91.5
0,-88.75
0,-82.25
0,-90.75
0,-100.0
0,-101.75
0,-99.0
0,-89.75
0,26.25
0,-74.75
0,-77.5
0,-76.5
0,-77.5
0,-84.0
0,-79.5
0,-108.25
0,-96.25
0,-74.75
0,-83.25
0,-87.0
0,-97.25
0,21.25
0,-85.0
0,-97.25
0,-87.0
0,-83.25
0,-76.5
0,-77.5
0,-76.5
0,-89.75
0,-92.5
0,-89.75
0,-78.5
0,-84.0
0,-91.5
0,-83.25
0,-92.5
0,-87.75
0,10.5
0,-75.75
0,-78.5
0,-93.5
0,-82.25
0,-88.75
0,-84.0
0,-72.75
0,-88.75
0,-87.0
0,-91.5
0,-65.25
0,-85.0
0,-93.5
0,-81.25
0,-94.5
0,-85.0
0,-89.75
0,14.5
0,-87.75
0,-89.75
0,-83.25
0,-81.25
0,-93.5
0,-77.5
0,-89.75
0,-91.5
0,14.5
0,-86.0
0,-80.25
0,-76.5
0,-94.5
0,-87.75
0,-87.75
0,-98.0
0,-74.75
0,-81.25
0,-94.5
0,-99.0
0,-91.5
0,-67.25
0,-93.5
0,-81.25
0,-91.5
0,-87.0
0,-97.25
0,-92.5
0,-67.25
0,-87.75
0,-79.5
0,-95.25
0,19.5
0,-90.75
0,-92.5
0,-77.5
0,-89.75
0,-87.75
0,-87.75
0,-87.0
0,-63.5
0,-89.75
0,-93.5
0,-85.0
0,-89.75
0,-79.5
0,-71.0
0,-89.75
0,-69.0
0,-83.25
0,-99.0
0,-84.0
0,-82.25
0,-78.5
0,-81.25
0,22.25
0,-96.25
0,-84.0
0,-90.75
0,-86.0
0,32.25
0,-87.75
0,-92.5
0,-83.25
0,-92.5
0,-79.5
0,-92.5
0,-86.0
0,-84.0
0,-72.75
0,-88.75
0,-94.5
0,-86.0
0,-71.0
0,-91.5
0,-95.25
0,-67.25
0,-87.0
0,-88.75
0,-87.0
0,-107.5
0,-78.5
0,-83.25
0,-83.25
0,-83.25
0,-109.25
0,-91.5
0,-75.75
0,-73.75
0,-100.0
0,-86.0
0,-100.0
0,-109.25
0,-84.0
0,-84.0
0,-90.75
0,-87.75
0,-87.0
0,-75.75
0,-103.75
0,-91.5
0,-94.5
0,-85.0
0,-81.25
0,-85.0
0,-91.5
0,-97.25
0,-87.0
0,-90.75
0,-76.5
0,-87.75
0,-86.0
0,-76.5
0,-87.75
0,-100.0
0,-90.75
0,-93.5
0,-78.5
0,-79.5
0,-92.5
0,-102.75
0,-83.25
0,-93.5
0,-81.25
0,-81.25
0,-86.0
0,-94.5
0,-70.0
0,-85.0
0,-88.75
0,-91.5
0,-86.0
0,-86.0
0,-77.5
0,-87.75
0,-92.5
0,-96.25
0,-45.25
0,-91.5
0,-85.0
0,-79.5
0,-82.25
0,-83.25
0,-101.0
0,-67.25
0,-90.75
0,-94.5
0,-85.0
0,-78.5
0,-84.0
0,5.75
0,-83.25
0,-87.75
0,-91.5
0,-87.0
0,-87.75
0,-84.0
0,-85.0
0,-87.75
0,-90.75
0,-91.5
0,42.0
0,-82.25
0,-87.75
0,-87.0
0,-81.25
0,-88.75
0,-87.0
0,-90.75
0,-72.0
0,-80.25
0,-85.0
0,-88.75
0,-79.5
0,-101.75
0,-68.0
0,-82.25
0,-86.0
0,-95.25
0,-89.75
0,-75.75
0,-82.25
0,-94.5
0,-87.75
0,72.0
0,49.0
0,61.0
0,48.0
0,4.75
0,-69.0
0,-78.5
0,-75.75
0,-98.0
0,-89.75
0,-84.0
0,-83.25
0,-83.25
0,-91.5
0,-91.5
0,-103.75
0,-95.25
0,42.0
0,-66.25
0,-67.25
0,-69.0
0,-95.25
0,-87.0
0,-76.5
0,-77.5
0,-72.0
0,-70.0
0,-82.25
0,-82.25
0,-75.75
0,-73.75
0,-73.75
0,-69.0
0,-82.25
0,-82.25
0,-74.75
0,-72.75
0,-81.25
0,-83.25
0,-85.0
0,-87.75
0,-89.75
0,-85.0
0,-80.25
0,-90.75
0,-81.25
0,-87.75
0,-88.75
0,-80.25
0,-93.5
0,-93.5
0,-69.0
0,-82.25
0,-87.75
0,-85.0
0,-94.5
0,-90.75
0,-88.75
0,-88.75
0,-78.5
0,-90.75
0,-83.25
0,-91.5
0,-89.75
0,-74.75
0,-84.0
0,-80.25
0,-87.0
0,-86.0
0,-72.75
0,-85.0
0,-86.0
0,-91.5
0,-84.0
0,-81.25
0,-85.0
0,-86.0
0,-81.25
0,-94.5
0,-89.75
0,-70.0
0,-86.0
0,-87.75
0,-79.5
0,-87.75
0,-73.75
0,-64.25
0,-63.5
0,-77.5
0,7.75
0,10.5
0,10.5
0,-71.0
0,-71.0
0,-72.75
0,-84.0
0,-66.25
0,-69.0
0,-46.25
0,44.0
0,-88.75
0,-88.75
0,-84.0
0,-87.75
0,-88.75
0,-89.75
0,-77.5
0,-78.5
0,-94.5
0,-86.0
0,-87.0
0,-90.75
0,-85.0
0,-84.0
0,-92.5
0,-93.5
0,-94.5
0,-92.5
0,-88.75
0,-95.25
0,-91.5
0,-95.25
0,-88.75
0,-88.75
0,-89.75
0,-85.0
0,-90.75
0,-84.0
0,-96.25
0,-76.5
0,12.5
0,46.0
0,83.0
0,-94.5
0,-94.5
0,-97.25
0,-90.75
0,74.0
0,14.5
0,-68.0
0,-70.0
0,-78.5
0,-78.5
0,-80.25
0,-70.0
0,-86.0
0,-87.75
0,-81.25
0,-81.25
0,-85.0
0,-77.5
0,-77.5
0,-92.5
0,-95.25
0,-93.5
0,-90.75
0,-87.0
0,-89.75
0,-89.75
0,-89.75
0,-95.25
0,-96.25
0,-101.0
0,19.5
0,-69.0
0,-71.0
0,-86.0
0,-93.5
0,-88.75
0,-85.0
0,-87.75
0,-101.0
0,-99.0
0,-98.0
0,-98.0
0,-95.25
0,-94.5
0,42.0
0,-70.0
0,-61.5
0,-77.5
0,-74.75
0,-87.0
0,-71.0
0,-59.5
0,-70.0
0,-82.25
0,-80.25
0,-77.5
0,-76.5
0,-79.5
0,-83.25
0,-84.0
0,-76.5
0,-67.25
0,-72.0
0,-65.25
0,-69.0
0,-74.75
0,-67.25
0,-96.25
0,-81.25
0,-91.5
0,-84.0
0,-83.25
0,-90.75
0,-79.5
0,-95.25
